12356_g	XP_0348914431
49170_g	XP_0348925721
49170_g	XP_0348925761
49170_g	XP_0348926291
20149_g	XP_0348985511
20149_g	XP_0349200261
20149_g	XP_0349199941
20149_g	XP_0348926351
20149_g	XP_0348926301
20149_g	XP_0348925691
20149_g	XP_0348925701
20149_g	XP_0349201381
20149_g	XP_0349201461
20149_g	XP_0349025991
20149_g	XP_0349026001
37270_g	XP_0349175211
37270_g	XP_0349070701
37270_g	XP_0349165391
37270_g	XP_0348950161
37270_g	XP_0349070691
37270_g	XP_0349070671
37270_g	XP_0349080051
37270_g	XP_0349080061
37270_g	XP_0349320281
37270_g	XP_0349137041
37270_g	XP_0349100451
37270_g	XP_0349087161
37270_g	XP_0349221641
37270_g	XP_0349221611
37270_g	XP_0348962481
37270_g	XP_0349222091
37270_g	XP_0349312871
37270_g	XP_0349312961
37270_g	XP_0348945031
37270_g	XP_0348945041
17736_g	XP_0349267631
11760_g	XP_0349200261
11760_g	XP_0348985481
11760_g	XP_0348985511
11760_g	XP_0349199941
11760_g	XP_0349200471
11760_g	XP_0349201381
11760_g	XP_0349201461
11760_g	XP_0349197991
11760_g	XP_0348925691
11760_g	XP_0348925701
11760_g	XP_0348926351
11760_g	XP_0349257241
11760_g	XP_0348926301
11760_g	XP_0349284031
11760_g	XP_0349234781
11760_g	XP_0348968531
11760_g	XP_0349234831
11760_g	XP_0349284051
11760_g	XP_0349234751
11760_g	XP_0349234761
11760_g	XP_0348968871
11760_g	XP_0349284041
11760_g	XP_0349025991
11760_g	XP_0349026001
11760_g	XP_0349257251
27171_g	XP_0349267631
40063_g	XP_0349267631
40063_g	XP_0349181381
40063_g	XP_0349200261
40063_g	XP_0349257261
40063_g	XP_0349257271
40063_g	XP_0349201381
40063_g	XP_0349201461
40063_g	XP_0349257251
40063_g	XP_0348943521
40063_g	XP_0348943601
40063_g	XP_0348943701
40063_g	XP_0348985531
40063_g	XP_0349198001
40063_g	XP_0349201571
40063_g	XP_0349201671
40063_g	XP_0348925651
40063_g	XP_0348925661
40063_g	XP_0348925711
40063_g	XP_0348925721
40063_g	XP_0348926291
40063_g	XP_0348985541
40063_g	XP_0348925761
34406_g	XP_0349267711
2657_g	XP_0349267711
2657_g	XP_0349267631
14365_g	XP_0348985481
14365_g	XP_0349199941
14365_g	XP_0348925691
14365_g	XP_0348925701
14365_g	XP_0349200261
14365_g	XP_0349200471
14365_g	XP_0348926301
14365_g	XP_0348985511
14365_g	XP_0349201671
14365_g	XP_0348985531
14365_g	XP_0349201381
14365_g	XP_0349201461
14365_g	XP_0349198001
14365_g	XP_0349201571
14365_g	XP_0349234781
14365_g	XP_0349204431
14365_g	XP_0348925711
14365_g	XP_0348925721
14365_g	XP_0348968531
14365_g	XP_0349197991
14365_g	XP_0349257241
14365_g	XP_0349284051
14365_g	XP_0349234751
14365_g	XP_0349234761
14365_g	XP_0349234831
37624_g	XP_0349267631
32584_g	XP_0349267631
32584_g	XP_0349267711
43565_g	XP_0349257241
50178_g	XP_0349081361
50178_g	XP_0348873861
50178_g	XP_0349269001
50178_g	XP_0348899901
50178_g	XP_0348899951
50178_g	XP_0349007721
50178_g	XP_0349010101
50178_g	XP_0349007841
50178_g	XP_0348899941
50178_g	XP_0349267711
50178_g	XP_0349010071
50178_g	XP_0349269051
50178_g	XP_0349180921
50178_g	XP_0349267721
50178_g	XP_0349081801
50178_g	XP_0349225781
50178_g	XP_0348899961
50178_g	XP_0349085501
50178_g	XP_0349083771
50178_g	XP_0349082911
50178_g	XP_0349082691
50178_g	XP_0349082771
50178_g	XP_0349082991
50178_g	XP_0349083091
50178_g	XP_0349332991
16716_g	XP_0349267701
16716_g	XP_0349267711
52301_g	XP_0349028261
52301_g	XP_0349028251
52301_g	XP_0349142991
52301_g	XP_0349028281
52301_g	XP_0349004561
52301_g	XP_0349039791
52301_g	XP_0349039801
52301_g	XP_0349039851
52301_g	XP_0348970771
52301_g	XP_0349039621
52301_g	XP_0349028291
52301_g	XP_0348913931
52301_g	XP_0349143001
52301_g	XP_0348970761
52301_g	XP_0348970781
52301_g	XP_0349142951
52301_g	XP_0348970731
52301_g	XP_0348970741
52301_g	XP_0348970721
52301_g	XP_0349039811
52301_g	XP_0349039841
52301_g	XP_0348970641
52301_g	XP_0349142971
52301_g	XP_0349039611
52301_g	XP_0349028241
44967_g	XP_0348963021
44967_g	XP_0348869611
44967_g	XP_0348963001
44967_g	XP_0348963051
44967_g	XP_0348869511
44967_g	XP_0349179341
44967_g	XP_0348869281
44967_g	XP_0348869171
44967_g	XP_0348869741
44967_g	XP_0348868841
44967_g	XP_0348963841
44967_g	XP_0348869431
44967_g	XP_0348963011
44967_g	XP_0348963061
44967_g	XP_0349023441
44967_g	XP_0348912691
44967_g	XP_0348964591
44967_g	XP_0349004441
44967_g	XP_0348964561
44967_g	XP_0349023401
44967_g	XP_0348921031
44967_g	XP_0349216571
44967_g	XP_0349305711
44967_g	XP_0349305721
44967_g	XP_0349307131
14112_g	XP_0349025991
14112_g	XP_0349026001
14477_g	XP_0349200261
14477_g	XP_0349201381
14477_g	XP_0349201461
14477_g	XP_0348925711
14477_g	XP_0348925721
14477_g	XP_0348925651
14477_g	XP_0348925661
14477_g	XP_0348925761
14477_g	XP_0348985531
14477_g	XP_0349201571
14477_g	XP_0349198001
14477_g	XP_0349257271
14477_g	XP_0349201671
14477_g	XP_0349257261
14477_g	XP_0348985541
14477_g	XP_0349181381
14477_g	XP_0348926291
50514_g	XP_0348945031
50514_g	XP_0348945041
35932_g	XP_0349267631
27338_g	XP_0349198001
27338_g	XP_0348925711
27338_g	XP_0348925721
27338_g	XP_0348925761
27338_g	XP_0348925651
27338_g	XP_0348925661
27338_g	XP_0349201671
27338_g	XP_0348985531
27338_g	XP_0349201571
27338_g	XP_0349257251
27338_g	XP_0349257271
27338_g	XP_0348943521
27338_g	XP_0348943601
27338_g	XP_0348943701
27338_g	XP_0349257261
27338_g	XP_0348926291
31078_g	XP_0349267711
5557_g	XP_0349257241
5557_g	XP_0349257271
5557_g	XP_0349257261
11929_g	XP_0349267631
40270_g	XP_0349267631
43175_g	XP_0348925711
43175_g	XP_0348925721
43175_g	XP_0348925761
43175_g	XP_0349257261
43175_g	XP_0348925651
43175_g	XP_0348925661
43175_g	XP_0349201671
43175_g	XP_0348985541
43175_g	XP_0349198001
43175_g	XP_0348985531
43175_g	XP_0349201571
43175_g	XP_0349025991
43175_g	XP_0349026001
43175_g	XP_0348877691
43175_g	XP_0349204431
43175_g	XP_0348926291
43175_g	XP_0349295511
35675_g	XP_0349267711
10660_g	XP_0349282651
10660_g	XP_0349282821
10660_g	XP_0349281771
10660_g	XP_0349281781
10660_g	XP_0349297741
10660_g	XP_0349297761
10660_g	XP_0349297771
10660_g	XP_0349297781
10660_g	XP_0349297801
10660_g	XP_0349297711
10660_g	XP_0349297721
10660_g	XP_0349297731
10660_g	XP_0349297861
10660_g	XP_0349297871
10660_g	XP_0349225651
10660_g	XP_0349225661
10660_g	XP_0349297751
10660_g	XP_0349225621
10660_g	XP_0349282851
10660_g	XP_0348877581
10660_g	XP_0349297821
10660_g	XP_0349297831
10660_g	XP_0349297841
10660_g	XP_0349297851
10660_g	XP_0349297811
42366_g	XP_0348985511
42366_g	XP_0349257241
42366_g	XP_0348985481
42366_g	XP_0349199941
42366_g	XP_0349200471
42366_g	XP_0349234781
42366_g	XP_0349284031
42366_g	XP_0349234751
42366_g	XP_0349234761
42366_g	XP_0349234831
42366_g	XP_0348968871
42366_g	XP_0349284041
42366_g	XP_0349284051
42366_g	XP_0348985531
42366_g	XP_0349201571
42366_g	XP_0349257261
42366_g	XP_0348943521
42366_g	XP_0348943601
42366_g	XP_0348943701
42366_g	XP_0349257251
37063_g	XP_0349267631
28831_g	XP_0349267631
17781_g	XP_0349004751
17781_g	XP_0349267631
17781_g	XP_0349055911
17781_g	XP_0349294431
17781_g	XP_0349294451
33741_g	XP_0348925651
33741_g	XP_0348925661
33741_g	XP_0348925711
33741_g	XP_0348925721
33741_g	XP_0348925761
33741_g	XP_0348926291
50808_g	XP_0349267631
18647_g	XP_0349200261
18647_g	XP_0348985481
18647_g	XP_0348985511
18647_g	XP_0349257251
18647_g	XP_0349201671
18647_g	XP_0349199941
18647_g	XP_0349257241
18647_g	XP_0349198001
18647_g	XP_0348877691
18647_g	XP_0349257271
18647_g	XP_0349295761
18647_g	XP_0348985531
18647_g	XP_0349197991
18647_g	XP_0349201381
18647_g	XP_0349201461
18647_g	XP_0349201571
18647_g	XP_0349200471
18647_g	XP_0349204431
18647_g	XP_0348943521
18647_g	XP_0348943601
18647_g	XP_0348943701
18647_g	XP_0349257261
18647_g	XP_0349295771
18647_g	XP_0349295511
18647_g	XP_0349234831
31371_g	XP_0349267631
24602_g	XP_0348914431
12926_g	XP_0348943521
12926_g	XP_0348943601
12926_g	XP_0348925651
12926_g	XP_0348925661
12926_g	XP_0348925711
12926_g	XP_0348925721
12926_g	XP_0348943701
12926_g	XP_0349201671
12926_g	XP_0349257271
12926_g	XP_0349257251
12926_g	XP_0349257261
12926_g	XP_0348985531
12926_g	XP_0349257241
12926_g	XP_0349198001
12926_g	XP_0349201571
12926_g	XP_0348925761
12926_g	XP_0348985541
12926_g	XP_0348925691
12926_g	XP_0348925701
12926_g	XP_0349201381
12926_g	XP_0349197991
12926_g	XP_0348926351
12926_g	XP_0349199941
12926_g	XP_0348926301
12926_g	XP_0348985511
3491_g	XP_0349267631
30408_g	XP_0349257251
30408_g	XP_0348985511
30408_g	XP_0349200261
30408_g	XP_0348926301
30408_g	XP_0348943521
30408_g	XP_0348943601
30408_g	XP_0348943701
30408_g	XP_0349199941
30408_g	XP_0348925691
30408_g	XP_0348925701
30408_g	XP_0348926351
30408_g	XP_0349201381
30408_g	XP_0349201461
30408_g	XP_0349025991
30408_g	XP_0349026001
52008_g	XP_0349025271
52008_g	XP_0348914451
52008_g	XP_0349266791
52008_g	XP_0349266801
52008_g	XP_0348914401
52008_g	XP_0349025121
52008_g	XP_0349093001
52008_g	XP_0348994081
52008_g	XP_0349252101
52008_g	XP_0349193771
52008_g	XP_0349193781
52008_g	XP_0349193791
52008_g	XP_0349193801
52008_g	XP_0349193821
52008_g	XP_0349193831
52008_g	XP_0349193841
52008_g	XP_0349193851
52008_g	XP_0349193861
52008_g	XP_0349193871
52008_g	XP_0349193881
52008_g	XP_0349193891
52008_g	XP_0349193901
52008_g	XP_0349193911
52008_g	XP_0349252121
52008_g	XP_0349072311
30701_g	XP_0349186401
30701_g	XP_0349306351
30701_g	XP_0349267701
30701_g	XP_0348899981
30701_g	XP_0348899971
30701_g	XP_0348899891
30701_g	XP_0349269081
30701_g	XP_0349332981
30701_g	XP_0349216421
30701_g	XP_0349216571
30701_g	XP_0349221251
30701_g	XP_0349220891
20955_g	XP_0349267711
1513_g	XP_0349019801
1513_g	XP_0348884121
1513_g	XP_0348886041
1513_g	XP_0348920941
1513_g	XP_0348959281
1513_g	XP_0349295211
1513_g	XP_0348959271
1513_g	XP_0349194351
1513_g	XP_0349022411
1513_g	XP_0349194011
1513_g	XP_0349022401
1513_g	XP_0349194041
1513_g	XP_0349132561
1513_g	XP_0349022391
1513_g	XP_0349194161
1513_g	XP_0349194071
50716_g	XP_0349204431
50716_g	XP_0349181381
50716_g	XP_0349295511
50716_g	XP_0348968871
50716_g	XP_0349295761
50716_g	XP_0349234831
50716_g	XP_0348968531
50716_g	XP_0349234751
50716_g	XP_0349234761
50716_g	XP_0349234781
50716_g	XP_0349198001
50716_g	XP_0349295771
50716_g	XP_0348985531
50716_g	XP_0348985541
50716_g	XP_0349201671
50716_g	XP_0349201571
50716_g	XP_0348877691
50716_g	XP_0349200261
50716_g	XP_0349257251
50716_g	XP_0348943521
50716_g	XP_0348943601
50716_g	XP_0348943701
50716_g	XP_0349284041
50716_g	XP_0349284051
50716_g	XP_0348925711
13420_g	XP_0349267711
51590_g	XP_0349025991
51590_g	XP_0349026001
28713_g	XP_0349180911
28713_g	XP_0349269681
28713_g	XP_0349186731
28713_g	XP_0349186641
28713_g	XP_0349120991
28713_g	XP_0349128331
28713_g	XP_0349225701
28713_g	XP_0349097541
28713_g	XP_0349097531
28713_g	XP_0349186551
28713_g	XP_0349186541
28713_g	XP_0349186571
28713_g	XP_0349186581
28713_g	XP_0349186591
28713_g	XP_0349269691
28713_g	XP_0349269731
28713_g	XP_0349097581
28713_g	XP_0349269701
28713_g	XP_0349269761
28713_g	XP_0349039911
28713_g	XP_0348967291
28713_g	XP_0349258361
28713_g	XP_0349186661
28713_g	XP_0349186691
28713_g	XP_0349225711
38795_g	XP_0349267631
8025_g	XP_0349106271
8025_g	XP_0349063431
8025_g	XP_0349063441
8025_g	XP_0348977241
8025_g	XP_0348977251
8025_g	XP_0348900081
8025_g	XP_0349206911
8025_g	XP_0349206931
8025_g	XP_0348977201
8025_g	XP_0348977211
8025_g	XP_0349206951
8025_g	XP_0349042171
8025_g	XP_0348977181
8025_g	XP_0349063681
8025_g	XP_0348983101
8025_g	XP_0348956631
8025_g	XP_0348956641
8025_g	XP_0348956671
8025_g	XP_0348935351
8025_g	XP_0348871971
8025_g	XP_0348872061
8025_g	XP_0348871981
8025_g	XP_0348871991
8025_g	XP_0349083581
8025_g	XP_0349083671
38346_g	XP_0349267631
25014_g	XP_0349234751
25014_g	XP_0349234761
25014_g	XP_0349201381
25014_g	XP_0348985511
25014_g	XP_0349197991
25014_g	XP_0349199941
25014_g	XP_0349200261
25014_g	XP_0348985481
25014_g	XP_0348925691
25014_g	XP_0348926351
25014_g	XP_0349025991
25014_g	XP_0349026001
25014_g	XP_0349204421
25014_g	XP_0349200471
23879_g	XP_0349200261
23879_g	XP_0349201381
23879_g	XP_0349201461
23879_g	XP_0348925711
23879_g	XP_0348925721
23879_g	XP_0348925651
23879_g	XP_0348925661
23879_g	XP_0349257271
23879_g	XP_0348925761
23879_g	XP_0349257261
23879_g	XP_0348985531
23879_g	XP_0349201571
23879_g	XP_0349198001
23879_g	XP_0349201671
23879_g	XP_0349025991
23879_g	XP_0349026001
23879_g	XP_0348985541
23879_g	XP_0349181381
23879_g	XP_0348926291
31185_g	XP_0349295751
31185_g	XP_0349295761
31185_g	XP_0349295771
31185_g	XP_0348877691
31185_g	XP_0349204431
31185_g	XP_0349204421
31185_g	XP_0348968531
31185_g	XP_0349234751
31185_g	XP_0349234761
31185_g	XP_0348990261
31185_g	XP_0349284041
31185_g	XP_0348968871
31185_g	XP_0349284051
31185_g	XP_0349234781
31185_g	XP_0349234831
31185_g	XP_0349284031
31185_g	XP_0349295511
31185_g	XP_0348985481
31185_g	XP_0349197991
31185_g	XP_0349199941
31185_g	XP_0348985511
31185_g	XP_0349200261
31185_g	XP_0349201381
31185_g	XP_0349201461
31185_g	XP_0348925691
8794_g	XP_0349071821
8794_g	XP_0349191211
47408_g	XP_0348927171
47701_g	XP_0348926291
47701_g	XP_0348925651
47701_g	XP_0348925661
47701_g	XP_0348925711
47701_g	XP_0348925721
47701_g	XP_0349201571
47701_g	XP_0348925761
47701_g	XP_0348985531
47701_g	XP_0348985541
47701_g	XP_0349198001
47701_g	XP_0349201671
33414_g	XP_0349267631
16331_g	XP_0349147321
16331_g	XP_0349008101
16331_g	XP_0349008171
16331_g	XP_0349008261
16331_g	XP_0349147351
16331_g	XP_0349147331
16331_g	XP_0349147361
16331_g	XP_0349008341
16331_g	XP_0349032251
16331_g	XP_0349211751
16331_g	XP_0348872781
16331_g	XP_0349282961
16331_g	XP_0349032271
16331_g	XP_0349282971
16331_g	XP_0349032311
16331_g	XP_0349253461
16331_g	XP_0348998231
16331_g	XP_0348998241
16331_g	XP_0349282991
16331_g	XP_0349304731
16331_g	XP_0349283011
16331_g	XP_0348998251
16331_g	XP_0349282911
16331_g	XP_0349147261
16331_g	XP_0348983131
3425_g	XP_0349234781
3425_g	XP_0348968531
3425_g	XP_0348943701
3425_g	XP_0349198001
3425_g	XP_0349234751
3425_g	XP_0349234761
3425_g	XP_0349234831
3425_g	XP_0349257261
3425_g	XP_0349284051
3425_g	XP_0348943521
3425_g	XP_0348943601
3425_g	XP_0348985531
3425_g	XP_0349284041
3425_g	XP_0349257271
3425_g	XP_0349284031
3425_g	XP_0349201671
3425_g	XP_0349201571
3425_g	XP_0349257251
3425_g	XP_0348985541
3425_g	XP_0348925761
3425_g	XP_0348925711
3425_g	XP_0348925721
3425_g	XP_0348925651
3425_g	XP_0348925661
3425_g	XP_0348926291
20893_g	XP_0349194371
20893_g	XP_0348886041
20893_g	XP_0349194041
20893_g	XP_0349194341
20893_g	XP_0348886031
20893_g	XP_0349295211
20893_g	XP_0348959281
20893_g	XP_0349019811
20893_g	XP_0349019591
20893_g	XP_0348920981
20893_g	XP_0348920991
20893_g	XP_0348920941
20893_g	XP_0349019791
20893_g	XP_0348959271
20893_g	XP_0348884121
20893_g	XP_0349194011
20893_g	XP_0349194071
20893_g	XP_0349132651
20893_g	XP_0349194161
20893_g	XP_0349022401
20893_g	XP_0349022391
20893_g	XP_0349132561
20893_g	XP_0348886081
20893_g	XP_0349132621
20893_g	XP_0349305341
19633_g	XP_0349179941
19633_g	XP_0349179951
19633_g	XP_0349179961
19633_g	XP_0349179971
19633_g	XP_0349179591
19633_g	XP_0349026551
19633_g	XP_0349264841
19633_g	XP_0349264851
19633_g	XP_0349264861
19633_g	XP_0349264871
19633_g	XP_0349264901
19633_g	XP_0349264911
19633_g	XP_0349264921
19633_g	XP_0349026461
19633_g	XP_0349264881
19633_g	XP_0349300261
19633_g	XP_0349304471
19633_g	XP_0349304391
19633_g	XP_0349300231
19633_g	XP_0349300251
19633_g	XP_0348922351
19633_g	XP_0348922461
19633_g	XP_0349143161
19633_g	XP_0349032271
19633_g	XP_0349147331
51616_g	XP_0349022411
51616_g	XP_0349022391
51616_g	XP_0349022401
51616_g	XP_0348884121
51616_g	XP_0348959271
51616_g	XP_0348886031
13413_g	XP_0349267631
48277_g	XP_0348989851
48277_g	XP_0349271061
48277_g	XP_0348989801
48277_g	XP_0348989811
48277_g	XP_0348990171
48277_g	XP_0348989781
48277_g	XP_0348989821
48277_g	XP_0348989341
48277_g	XP_0348989351
48277_g	XP_0348989361
48277_g	XP_0348989371
48277_g	XP_0349028061
48277_g	XP_0349227081
48277_g	XP_0349227071
48277_g	XP_0348989831
48277_g	XP_0349027991
48277_g	XP_0349028141
48277_g	XP_0348989841
48277_g	XP_0348921651
48277_g	XP_0348921491
48277_g	XP_0348990221
48277_g	XP_0348990211
48277_g	XP_0348989791
48277_g	XP_0348902641
48277_g	XP_0348990231
32438_g	XP_0349307131
32438_g	XP_0349030591
32438_g	XP_0349023401
32438_g	XP_0348964591
32438_g	XP_0349004441
32438_g	XP_0349023441
32438_g	XP_0348964551
32438_g	XP_0348964611
32438_g	XP_0349307121
32438_g	XP_0348964571
32438_g	XP_0348921051
32438_g	XP_0349306771
32438_g	XP_0349004461
32438_g	XP_0349106251
32438_g	XP_0348964631
32438_g	XP_0348921031
32438_g	XP_0348964561
32438_g	XP_0348939891
32438_g	XP_0349073341
32438_g	XP_0349073351
32438_g	XP_0349305721
32438_g	XP_0349305711
32438_g	XP_0349169391
32438_g	XP_0349169551
32438_g	XP_0349296691
29389_g	XP_0349019611
44501_g	XP_0348985511
44501_g	XP_0349199941
44501_g	XP_0349200261
44501_g	XP_0349201381
44501_g	XP_0349201461
44501_g	XP_0348985531
44501_g	XP_0349201671
44501_g	XP_0349201571
44501_g	XP_0348985541
44501_g	XP_0349181381
44501_g	XP_0349198001
44501_g	XP_0349025991
44501_g	XP_0349026001
44501_g	XP_0349234751
44501_g	XP_0349234761
44501_g	XP_0349234781
44501_g	XP_0348968871
44501_g	XP_0348877691
44501_g	XP_0349234831
44501_g	XP_0348968531
44501_g	XP_0349284051
44501_g	XP_0349295761
44501_g	XP_0349284041
44501_g	XP_0349284031
44501_g	XP_0349295771
13272_g	XP_0349324181
13272_g	XP_0349324171
13272_g	XP_0349328391
13272_g	XP_0349328381
13272_g	XP_0349315601
13272_g	XP_0349315541
13272_g	XP_0348980591
13272_g	XP_0348990631
13272_g	XP_0348980561
13272_g	XP_0348980571
13272_g	XP_0348980581
13272_g	XP_0348990421
13272_g	XP_0348990521
13272_g	XP_0349116031
13272_g	XP_0349116041
13272_g	XP_0349115101
13272_g	XP_0349092991
13272_g	XP_0349144601
13272_g	XP_0349116021
13272_g	XP_0349328321
13272_g	XP_0349024951
13272_g	XP_0349280931
13272_g	XP_0349014011
13272_g	XP_0349014021
13272_g	XP_0349014031
18514_g	XP_0349267631
7049_g	XP_0348985481
7049_g	XP_0348985511
7049_g	XP_0349199941
7049_g	XP_0349200261
7049_g	XP_0349200471
7049_g	XP_0349234751
7049_g	XP_0349234761
7049_g	XP_0349234781
7049_g	XP_0349234831
7049_g	XP_0348968531
7049_g	XP_0348968871
7049_g	XP_0349295771
7049_g	XP_0349204431
7049_g	XP_0349284031
7049_g	XP_0349295511
7049_g	XP_0349295761
7049_g	XP_0349284051
14357_g	XP_0349200261
14357_g	XP_0348985511
14357_g	XP_0349199941
14357_g	XP_0349200471
14357_g	XP_0348985481
14357_g	XP_0348925691
14357_g	XP_0348925701
14357_g	XP_0348926301
14357_g	XP_0349201381
14357_g	XP_0349201461
14357_g	XP_0349197991
14357_g	XP_0349234751
14357_g	XP_0349234761
14357_g	XP_0349234831
14357_g	XP_0349257251
14357_g	XP_0349284031
14357_g	XP_0348943701
14357_g	XP_0349234781
14357_g	XP_0349257241
14357_g	XP_0348943521
14357_g	XP_0348943601
14357_g	XP_0348968531
14357_g	XP_0348968871
14357_g	XP_0349284051
14357_g	XP_0349284041
29991_g	XP_0348956641
29991_g	XP_0348956631
29991_g	XP_0348977231
29991_g	XP_0349206951
29991_g	XP_0348977201
29991_g	XP_0348977211
29991_g	XP_0349063681
29991_g	XP_0349106271
29991_g	XP_0349206931
29991_g	XP_0349206941
29991_g	XP_0348977181
29991_g	XP_0349206911
29991_g	XP_0349042171
29991_g	XP_0348983101
29991_g	XP_0349063431
29991_g	XP_0349063441
29991_g	XP_0348956671
29991_g	XP_0348977261
29991_g	XP_0349206891
29991_g	XP_0348935351
29991_g	XP_0349311531
29991_g	XP_0349083191
29991_g	XP_0349083291
29991_g	XP_0348964501
29991_g	XP_0348964511
21226_g	XP_0349267631
21226_g	XP_0349267711
45796_g	XP_0348925761
45796_g	XP_0348925651
45796_g	XP_0348925661
45796_g	XP_0348925711
45796_g	XP_0348925721
45796_g	XP_0349181381
45796_g	XP_0348926351
45796_g	XP_0349257241
45796_g	XP_0348926301
45796_g	XP_0349257261
45796_g	XP_0349234831
45796_g	XP_0348968871
45796_g	XP_0349234751
45796_g	XP_0349234761
45796_g	XP_0349234781
45796_g	XP_0349284051
45796_g	XP_0348943521
45796_g	XP_0348943601
45796_g	XP_0348943701
45796_g	XP_0348985541
45796_g	XP_0349257271
45796_g	XP_0348985511
45796_g	XP_0349199941
45796_g	XP_0349257251
45796_g	XP_0348985531
17370_g	XP_0349267631
52298_g	XP_0349028251
52298_g	XP_0349028261
52298_g	XP_0349039791
52298_g	XP_0349039801
52298_g	XP_0349142991
52298_g	XP_0349028281
52298_g	XP_0349039851
52298_g	XP_0348970771
52298_g	XP_0349004561
52298_g	XP_0349039621
52298_g	XP_0349028291
52298_g	XP_0348913931
52298_g	XP_0348970781
52298_g	XP_0349143001
52298_g	XP_0348970761
52298_g	XP_0348970731
52298_g	XP_0348970741
52298_g	XP_0349039811
52298_g	XP_0348970721
52298_g	XP_0349142951
52298_g	XP_0348970641
52298_g	XP_0349039611
52298_g	XP_0349039841
52298_g	XP_0349142971
52298_g	XP_0349028241
50625_g	XP_0349010451
50625_g	XP_0349014011
50625_g	XP_0349014021
50625_g	XP_0349014031
50625_g	XP_0349014041
50625_g	XP_0349014051
50625_g	XP_0349014061
50625_g	XP_0349328391
50625_g	XP_0348980561
50625_g	XP_0348980571
50625_g	XP_0348980591
50625_g	XP_0349328321
50625_g	XP_0349328381
50625_g	XP_0349315541
50625_g	XP_0349324171
50625_g	XP_0349324181
50625_g	XP_0349116021
50625_g	XP_0349315601
50625_g	XP_0349116031
50625_g	XP_0349116041
50625_g	XP_0348914431
50625_g	XP_0348990631
50625_g	XP_0348980581
50625_g	XP_0349144601
50625_g	XP_0349092991
21198_g	XP_0349257251
21198_g	XP_0348943701
21198_g	XP_0349257261
21198_g	XP_0349257271
21198_g	XP_0348943521
21198_g	XP_0348943601
21198_g	XP_0348985511
21198_g	XP_0348985481
21198_g	XP_0349200471
21198_g	XP_0349198001
21198_g	XP_0349201671
21198_g	XP_0349201571
21198_g	XP_0348985531
21198_g	XP_0349199941
21198_g	XP_0349200261
21198_g	XP_0348925761
21198_g	XP_0348925651
21198_g	XP_0348925661
21198_g	XP_0348925711
21198_g	XP_0348925721
21198_g	XP_0349197991
21198_g	XP_0349201381
21198_g	XP_0349201461
21198_g	XP_0349181381
21198_g	XP_0348926291
47565_g	XP_0349267631
25052_g	XP_0349025991
25052_g	XP_0349026001
25052_g	XP_0349257241
25052_g	XP_0349295761
25052_g	XP_0349200261
25052_g	XP_0348985481
25052_g	XP_0348985511
25052_g	XP_0349257261
25052_g	XP_0348926351
25052_g	XP_0349200471
25052_g	XP_0348926301
25052_g	XP_0348925711
25052_g	XP_0348925721
25052_g	XP_0348925761
25052_g	XP_0349257271
25052_g	XP_0348943701
25052_g	XP_0349199941
25052_g	XP_0348925691
25052_g	XP_0348925701
25052_g	XP_0349257251
25052_g	XP_0348925651
25052_g	XP_0348925661
25052_g	XP_0348943521
25052_g	XP_0348943601
25052_g	XP_0349204421
28284_g	XP_0349267631
30175_g	XP_0349283011
30175_g	XP_0349304731
30175_g	XP_0348998231
30175_g	XP_0348998241
30175_g	XP_0349032251
30175_g	XP_0349282961
30175_g	XP_0349253461
30175_g	XP_0348998251
30175_g	XP_0349282971
30175_g	XP_0349032311
30175_g	XP_0349211751
30175_g	XP_0349032271
30175_g	XP_0349282991
30175_g	XP_0349008101
30175_g	XP_0349008171
30175_g	XP_0349008261
30175_g	XP_0349008341
30175_g	XP_0349147321
30175_g	XP_0349147331
30175_g	XP_0349147351
30175_g	XP_0349147361
30175_g	XP_0348872781
30175_g	XP_0349282911
30175_g	XP_0349147261
30175_g	XP_0349253431
46859_g	XP_0349267701
6686_g	XP_0348926351
6686_g	XP_0348926301
6686_g	XP_0348925691
6686_g	XP_0348925701
6686_g	XP_0349257271
6686_g	XP_0349257261
6686_g	XP_0349201671
6686_g	XP_0349025991
6686_g	XP_0349026001
6686_g	XP_0348925711
6686_g	XP_0348925721
6686_g	XP_0348925651
6686_g	XP_0348925661
6686_g	XP_0348926291
6686_g	XP_0348926321
47833_g	XP_0349267631
19455_g	XP_0349267631
40602_g	XP_0348964621
40602_g	XP_0348964551
40602_g	XP_0348964571
40602_g	XP_0348964631
40602_g	XP_0348921051
40602_g	XP_0349030591
40602_g	XP_0349307131
40602_g	XP_0348964561
40602_g	XP_0349023441
40602_g	XP_0348921031
40602_g	XP_0349004461
40602_g	XP_0349023401
40602_g	XP_0348964611
40602_g	XP_0348964591
40602_g	XP_0349004441
40602_g	XP_0349106251
40602_g	XP_0349307121
40602_g	XP_0349306771
40602_g	XP_0349073341
40602_g	XP_0349073351
40602_g	XP_0348939891
40602_g	XP_0349186541
40602_g	XP_0349186551
40602_g	XP_0349186571
40602_g	XP_0349216421
52534_g	XP_0349267711
25978_g	XP_0348945031
25978_g	XP_0348945041
25978_g	XP_0349100451
25978_g	XP_0349320281
25978_g	XP_0349070671
25978_g	XP_0348950161
25978_g	XP_0349070691
25978_g	XP_0349070701
25978_g	XP_0349080051
25978_g	XP_0349080061
25978_g	XP_0349137041
25978_g	XP_0349087161
